date;employee_title;employee_status;review_title;pros;cons
2021-02-25;Senior Data Analyst;Current Employee, more than 5 years;Good Job;"Pay is good, benefits are good, the people are awesome
";"Just a number, company puts revenue over employees
"
2021-02-25;Quality Engineer;Current Employee, more than 1 year;Good emphasis on safety and work-life balance;"Good work-life balance. Culture of safety. Diverse organization.
";"Oil industry, so prone to ups and downs.
"
2021-03-10;Operation Controller;Former Employee, more than 8 years;Great growth opportunity;"Allow employees to learn and grow
";"poor life-work balance, no time to spend quality time with families
"
2021-03-11;Anonymous;Former Employee, more than 3 years;Lack of growing opportunities;"Great culture and education to learn operations and processes.
";"Lack of professional growth and income. Long term to move up to management so a lot of ppl will decide to leave after 3 years.
"
2021-03-11;Reliability Engineer;Former Employee, more than 3 years;Too much outdated processes;"good exposure to diverse employees
";"there were too many legacy processes that didn't apply to my actual job responsibilities to enjoy work. about 30% of my time was actually productive
"
2021-02-24;Procurement Manager;Current Employee;great company to learn and grow;"lots of learning and development opportunities, experience with multinational employees and geographic mobility
";"industry downfall has impacted corporate culture drastically
"
2021-03-10;Account Manager;Former Employee, more than 5 years;A lot you can learn and some poor management;"You can learn a lot from working at Schlumberger because it has a sink or swim environment with very little training that is actually relevant to what you do.
";"Sales management is more about making up for a crappy CRM system that is over engineered to the point it doesn't work. It is a garbage in garbage out tool. That being said managers see their main role as accurately forecasting business. The words ""building a strategy and understanding a market"" don't exist. Instead it is more about go sell X product or Y service and make $$$$.
"
2021-02-23;Equipment Operator;Former Employee, more than 3 years;good company;"good pay good people to work with
";"home time weather equipment management
"
2021-02-23;Financial Analyst;Current Employee, more than 3 years;Good people, long hours;"co-workers are good, helpful, intelligent
";"long hours is the norm in the finance department job security is low
"
2021-02-23;Designer;Current Employee;Good place to learn;"Great management and good t place to grow with plenty of exposure to learn different things
";"The company division is very unstable
"
2021-03-09;Lab Tech;Former Employee, more than 1 year;depends no where you get placed;"big company large amount of opportunities
";"room for growth may vary if you are in a business segment that doesnt matter then no opportunity for growth
"
2021-02-22;Senior Project Engineer;Current Employee, more than 8 years;Challenging and rewarding but with a bit of politics;"Challenging, Adaptive environment, Good range of payscale, Good procedures, high focus on safety
";"Excessive control of ones time, too much dependence on online systems to manage everything, creating bubbles with digital management tools
"
2021-02-19;Operations Manager;Former Employee, more than 10 years;Meritocracy, diverse;"Meritocracy, diverse, boderless international career
";"high pressure, lack of support at senior management level
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-07;Financial Analyst;Former Employee, more than 5 years;Company does not care about their employees;"This is for the finance department good experience depending on the department you have. Some department are great I heard from other employees. The company did through some fun event to the employees
";"Depending on the department the manager are rude, no respect, micromanage. The hour's are excessive like working till 2 am.
"
2021-02-20;Sales Engineer;Former Employee, more than 10 years;Correction Overdue;"New management Slimming down to fat Diversity
";"Diversity - people unqualified for positions Still too many departments
"
2021-02-20;Engineer;Former Employee;The field life;"Travel is fun and the work is rewarding
";"you are away from family and friends and rarely off when they are
"
2021-02-19;Technical Illustrator/Writer;Current Employee, more than 8 years;Great place to work;"The people are wonderful, friendly and professional. The company definitely goes out of its way to put safety first, even off-site.
";"Oil & gas in general is a volatile workplace. I have seen many colleagues turned friends hired and laid off.
"
2021-02-19;Field Engineer I;Former Employee;Lots of upwards mobility;"Plenty of space to grow
";"The company is really absorbing
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-05;Senior Engineer;Current Employee;Stereotypical Oil and Gas Company;"Large Company with access to deep technological data and resources. Well managed financially International exposure with established product lines
";"Bureaucratic organization - Can be very political Very confined upwards progression professionally - Must tick certain boxes or else you will not move upwards in your career It's an oil and gas company - work life balance is absolutely terrible. They'll squeeze every ounce of utility out of you and the compensation won't necessarily match.
"
2021-02-16;Senior Software Engineer;Former Employee, more than 5 years;Good company to work for;"- Diversity - Good Pay - Talented Engineers from top universities around the globe - MBO (management by objectives)
";"- Limited opportunities due to reduced R&D spending as a result of downturns in Oil and Gas industry
"
2021-02-18;Field Engineer;Former Employee;Great Training;"Training Program was extensive and very thorough
";"You will work very long hours
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-04;Finance Manager;Former Employee, more than 5 years;Favors legacy employees;"Good Benefits, Global presence, Career opportunities
";"You can be successful but you have to put in the hours...not enough work life balance.
"
2021-03-04;Business Analyst;Former Employee;Good Company to work for;"Good pay, good work-life balance
";"Unstable oil market. badly affected by COVID.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-04;Senior Petrophysical Engineer;Former Employee, more than 10 years;ok;"variety of work and exposure
";"no clear strategy, difficult to plan
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-24;Technical Sales Team Leader;Former Employee;jj;"Great place to work before
";"was once a great place
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-16;IT Applications Manager;Current Employee, more than 10 years;Excellent company to grow and good packages;"Exposure and opportunity to move to different countries, good package
";"Job title does not match against responsibilities, lot of pressure due to oil prices
"
2021-03-02;Sales Engineer;Current Employee;Sales engineer;"Schlumberger has a Teamwork , integrity
";"Schlumberger is quick to Layoffs people
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-15;Drilling Engineer;Former Employee, more than 10 years;A Slow Decline;"The people are the best in the world.
";"Sometimes you get stuck in one place too long.
Be the first to find this review helpful
Helpful
Share
Repor"
